Sum of balls,Sum of batsman_id,Sum of batsman_position,Sum of bowler_id,fielders,Sum of fours,Sum of innings,isout,Sum of match_id,Sum of runs,Sum of sixes,Sum of strikerate,team,wickettype
88,744867,30,574554,{58406},15,13,true,12340654,122,5,748.63,Capitals,caught
29,71331,3,95219,{58406},1,1,true,1216535,25,1,86.2,Capitals,stumping
7,49247,5,45222,{58406},0,1,true,980945,4,0,57.14,Guj Lions,caught
20,15716,4,12562,{58406},1,1,true,980961,24,1,120,Guj Lions,stumping
60,315599,15,299655,{58406},10,6,true,5307890,84,2,744.38,Kings XI,caught
46,77235,17,149198,{58406},5,3,true,3254049,57,2,360.61,Kings XI,stumping
107,724838,48,824587,{58406},7,20,true,14662454,108,7,828.03,KKR,caught
81,219069,15,295208,{58406},9,6,true,3774682,102,5,361.27,KKR,stumping
93,362656,22,441529,{58406},11,10,true,7153439,108,5,563.32,Mumbai,caught
16,59832,5,101792,{58406},0,2,true,1304088,18,2,112.5,Punjab Kings,caught
25,375116,24,384071,{58406},2,6,true,7355632,21,1,338.87,RCB,caught
24,101339,1,95219,{58406},4,1,true,1216499,33,1,137.5,RCB,stumping
28,262888,15,253697,{58406},2,7,true,4786104,18,0,200.41,Royals,caught
32,53271,1,95219,{58406},3,1,true,1254081,41,3,128.12,Royals,stumping
30,517106,43,529147,{58406},5,12,true,8900538,33,0,470.5,Sunrisers,caught
20,70277,5,63224,{58406},2,1,true,1359532,28,1,140,Sunrisers,stumping
173,325619,43,653065,{58406},20,18,true,12566693,205,11,886.4,Super Kings,caught
73,259880,19,327549,{58406},10,8,true,5314667,79,1,510.38,Super Kings,stumping
20,119657,7,147014,{58406},2,2,true,2608206,21,0,227.46,Titans,caught
13,35812,2,49193,{58406},3,2,true,598018,16,0,123.07,Warriors,caught
24,10384,2,58408,{58408},5,2,true,980937,42,2,175,Guj Lions,caught
14,95319,5,61325,{58435},0,2,true,1237178,7,0,50,Sunrisers,caught
22,12894,5,104787,{58466},1,1,true,1359491,30,2,136.36,Royals,caught
8,49342,1,61797,{58511},1,1,true,734019,5,0,62.5,Daredevils,caught
15,117868,9,125754,{58511},1,4,true,1659606,14,0,177.77,RCB,caught
19,97445,6,116939,{58772},0,4,true,2608180,12,0,111.42,Mumbai,caught
39,108113,10,52244,{59118},6,2,true,1467946,61,3,299.99,Kings XI,caught
15,35812,1,7678,{59118},3,1,true,729317,16,0,106.66,Sunrisers,caught
20,46933,2,7139,{59118},5,2,true,734045,35,1,175,Super Kings,caught
9,4173,5,0,"{59215,48863}",2,1,true,548359,14,0,155.55,Kings XI,run out
1,47289,8,49193,{59215},0,1,true,598010,0,0,0,Daredevils,caught
4,4173,7,12562,{59215},1,1,true,598021,4,0,100,Kings XI,caught
78,160826,12,211401,{59215},9,5,true,3006680,81,2,318.14,RCB,caught
16,45257,5,49327,{59215},0,2,true,598030,7,0,43.75,Super Kings,caught
22,46933,4,0,{59215},4,2,true,829773,33,0,150,Super Kings,run out
38,101052,10,96481,{59215},1,4,true,1196036,31,1,175.69,Warriors,caught
15,11399,7,0,"{59260,46533}",2,2,true,548310,24,1,160,Daredevils,run out
14,59600,4,0,"{59260,49752}",0,1,true,829749,16,1,114.28,Royals,run out
10,104770,9,0,"{59260,8813}",0,2,true,1359517,5,0,50,Super Giants,run out
49,123733,10,16977,{59260},8,6,true,1645054,70,2,436.66,Daredevils,caught
70,74249,12,81885,{59260},11,4,true,2313174,110,4,440.95,KKR,caught
81,209802,14,269363,{59260},14,7,true,5014378,85,1,528.41,Mumbai,caught
38,117041,4,181827,{59260},1,3,true,2558196,40,2,144.75,Punjab Kings,caught
11,75315,6,0,{59260},1,2,true,1254090,16,1,145.45,Punjab Kings,run out
51,113453,6,157957,{59260},4,3,true,2613602,53,3,222.43,Sunrisers,caught
8,51454,3,51367,{59260},1,2,true,1304077,6,0,75,Super Giants,caught
46,6256,2,48777,{59260},3,2,true,829821,56,2,121.73,Super Kings,caught
4,59827,10,60834,{59260},0,4,true,1961862,2,0,66.66,Supergiants,caught
45,8742,1,4380,{59260},9,1,true,548327,69,2,153.33,Warriors,caught
13,9982,8,0,"{59261,10384}",1,1,true,419158,13,0,100,Royals,run out
25,49039,1,0,"{59261,53271}",5,2,true,1136575,35,1,140,KKR,run out
0,53716,9,0,"{59261,53320}",0,2,true,1082618,0,0,0,Mumbai,run out
19,1934,2,0,"{59261,53754}",4,2,true,597999,23,0,121.05,Mumbai,run out
8,51096,3,59261,{59261},1,1,true,1254064,8,0,100,Capitals,caught
45,59600,2,53320,{59261},9,1,true,1082642,64,0,142.22,Daredevils,caught
12,49247,7,44853,{59261},3,1,true,1082629,19,0,158.33,Guj Lions,caught
8,120228,9,135856,{59261},1,3,true,2219245,7,0,193.33,Kings XI,caught
4,47055,4,0,{59261},1,1,true,1082645,4,0,100,Kings XI,run out
25,170462,9,200754,{59261},0,3,true,3435753,27,3,231.42,KKR,caught
99,328183,20,371610,{59261},13,9,true,6603747,114,4,451.21,Mumbai,caught
53,207785,14,163146,{59261},7,8,true,3275652,63,1,412.23,RCB,caught
2,9815,10,48965,{59261},1,1,true,419158,4,0,200,Royals,caught
19,261429,27,233410,{59261},0,5,true,4617894,12,0,180,Sunrisers,caught
19,72457,8,88485,{59261},4,4,true,1902147,35,2,362.22,Super Kings,caught
11,49752,3,0,"{59266,58406}",0,1,true,734005,10,0,90.9,RCB,run out
21,44829,5,0,"{59266,8726}",0,1,true,598071,29,3,138.09,Sunrisers,run out
15,13670,16,21835,{59266},1,4,true,1196010,7,0,105.55,KKR,caught
16,58185,3,45222,{59266},2,1,true,734011,32,3,200,Royals,caught
6,49028,6,0,{59266},0,1,true,734011,8,1,133.33,Royals,run out
1,49327,9,0,"{59324,47252}",0,2,true,392190,1,0,100,KKR,run out
11,7781,2,6769,{59324},2,1,true,392198,16,1,145.45,Daredevils,caught
10,6315,5,47100,{59324},0,1,true,392195,7,0,70,Kings XI,caught
9,10384,2,6769,{59324},0,2,true,392190,3,0,33.33,KKR,caught
11,9900,1,15473,{59324},0,1,true,392202,3,0,27.27,Super Kings,caught
53,13821,5,59724,{59325},6,2,true,784412,58,1,200.4,KKR,caught
8,10556,10,12601,{59325},1,2,true,392239,8,0,100,RCB,caught
14,15887,2,59325,{59325},2,1,true,598056,15,0,107.14,Sunrisers,caught
6,26889,5,59325,{59325},0,1,true,548313,3,0,50,Warriors,caught
1,59261,8,0,"{59339,63224}",0,2,true,1304083,1,0,100,Mumbai,run out
32,72389,5,79616,{59339},5,4,true,1196124,39,2,248.33,Daredevils,caught
105,203347,14,159252,{59339},17,8,true,4026282,144,7,505.26,KKR,caught
20,75325,1,104770,{59339},0,2,true,1304083,8,0,40,Mumbai,caught
55,108444,9,76118,{59339},9,2,true,2663583,100,5,384.09,RCB,caught
86,161684,5,115020,{59339},11,2,true,2558166,111,3,243.85,Royals,caught
13,8742,1,0,{59339},2,1,true,1216518,19,1,146.15,Royals,run out
15,109153,13,112924,{59339},1,4,true,1957529,14,1,107.69,Sunrisers,caught
2,8999,6,12894,{59339},0,2,true,1359511,0,0,0,Super Kings,caught
20,104396,4,0,"{59599,101430}",3,2,true,1304069,36,2,180,Mumbai,run out
11,44853,6,0,"{59599,12894}",0,2,true,1136582,6,0,54.54,Daredevils,run out
1,67455,6,0,"{59599,60530}",0,2,true,1178412,1,0,100,Capitals,run out
54,298935,16,232935,{59599},3,5,true,4903671,44,1,341.11,Capitals,caught
5,12049,4,51196,{59599},0,1,true,548376,1,0,20,Chargers,caught
49,53093,9,19809,{59599},8,4,true,1096682,73,2,289.79,Daredevils,caught
22,86165,4,0,{59599},1,1,true,1082599,31,2,140.9,Daredevils,run out
26,67455,8,49958,{59599},0,1,true,829767,22,1,84.61,Kings XI,caught
109,349529,29,438763,{59599},13,8,true,8050608,187,15,992.26,KKR,caught
143,438511,41,444436,{59599},13,12,true,8541379,206,13,1001.96,Mumbai,caught
6,52319,6,108529,{59599},0,1,true,1359488,5,0,83.33,Punjab Kings,caught
91,194223,17,229813,{59599},12,8,true,4781643,115,2,593.94,RCB,caught
222,656073,34,659789,{59599},32,17,true,10671526,294,10,1118.52,Royals,caught
75,239223,14,298960,{59599},7,5,true,4831357,73,1,453.69,Sunrisers,caught
14,56832,2,90231,{59599},2,2,true,1359484,13,0,92.85,Super Giants,caught
155,168825,32,410726,{59599},19,14,true,6913905,211,8,1414.04,Super Kings,caught
106,249285,6,229811,{59599},18,5,true,3912218,152,3,402.89,Titans,caught
30,46970,5,69816,{59599},4,2,true,1096654,40,1,229.54,Warriors,caught
7,54282,8,0,"{59600,58406}",2,1,true,981003,13,0,185.71,Sunrisers,run out
10,8999,6,0,"{59600,60806}",5,2,true,734041,30,1,300,Mumbai,run out
7,10553,6,0,"{59600,62500}",0,1,true,1136600,11,1,157.14,Royals,run out
23,70633,7,0,"{59600,86165}",0,1,true,1082614,24,2,104.34,Mumbai,run out
36,86165,4,0,"{59600,8813}",3,1,true,1254092,39,0,108.33,Capitals,run out
29,48155,5,72103,{59600},4,2,true,1175368,38,1,131.03,Capitals,caught
26,98381,16,197131,{59600},0,5,true,2700308,35,3,258.82,Daredevils,caught
5,15716,3,61832,{59600},0,1,true,980945,2,0,40,Guj Lions,caught
38,82439,11,114727,{59600},5,4,true,1912314,46,1,243.33,Kings XI,caught
123,165267,15,366961,{59600},22,9,true,6424076,178,5,694.6,KKR,caught
33,8742,3,0,{59600},5,2,true,1082622,59,4,178.78,KKR,run out
119,221697,17,168621,{59600},11,5,true,3761258,162,10,553.11,Mumbai,caught
41,117868,9,75394,{59600},2,4,true,2273136,57,4,142.5,RCB,caught
26,173387,18,215165,{59600},2,4,true,3448557,34,2,421.73,Royals,caught
23,67341,6,132760,{59600},4,2,true,2314982,30,0,264.16,Sunrisers,caught
3,10384,2,60609,{59600},0,2,true,734003,6,1,200,Super Kings,caught
14,7593,6,12562,{59600},0,2,true,1082599,11,1,78.57,Supergiant,caught
47,95316,2,0,"{59601,103766}",5,1,true,1216523,57,0,121.27,KKR,run out
6,4382,4,0,"{59601,4176}",1,2,true,501251,8,0,133.33,Mumbai,run out
9,10238,4,0,"{59601,4176}",0,1,true,598003,3,0,33.33,Warriors,run out
11,95315,1,0,{59601},1,2,true,1178412,13,1,118.18,Capitals,run out
112,179493,24,240239,{59601},16,9,true,3392177,147,7,538.03,Daredevils,caught
4,45554,1,61325,{59601},0,2,true,1082610,1,0,25,Guj Lions,caught
35,127703,6,174290,{59601},8,3,true,2742239,62,2,559.3,Kings XI,caught
90,129264,19,236025,{59601},14,6,true,4169830,100,1,500.67,KKR,caught
87,465902,37,556548,{59601},7,13,true,7879172,99,4,742.43,Mumbai,caught
33,184949,15,187869,{59601},7,5,true,3688870,37,0,498.2,RCB,caught
19,10125,1,54010,{59601},7,2,true,598014,32,0,168.42,Royals,caught
62,206221,14,229110,{59601},7,5,true,4265495,86,4,538.22,Sunrisers,caught
20,93600,12,169151,{59601},2,5,true,3451609,20,1,261.1,Super Kings,caught
3,44853,6,51455,{59601},0,1,true,1082607,1,0,33.33,Supergiant,caught
13,49193,6,10125,{59601},3,2,true,980931,34,3,261.53,Supergiants,caught
4,50810,9,6769,{59601},0,1,true,548319,2,0,50,Warriors,caught
7,50771,3,59610,{59610},2,1,true,1304096,10,0,142.85,Capitals,caught
19,6256,2,0,"{5966,10384}",2,1,true,548347,18,0,94.73,Super Kings,run out
28,33672,16,105754,{5966},4,4,true,1435223,29,0,261.76,Daredevils,caught
0,47289,8,0,{5966},0,1,true,548357,0,0,0,Daredevils,run out
18,106624,9,19560,{5966},3,2,true,838254,23,0,229.86,KKR,caught
7,1988,2,5966,{5966},0,2,true,335991,1,0,14.28,Mumbai,caught
8,17850,1,0,{5966},1,2,true,335991,11,1,137.5,Mumbai,run out
5,15473,3,5966,{5966},1,2,true,335987,7,0,140,Royals,caught
59,31432,6,58078,{5966},5,2,true,940615,93,5,287.33,Super Kings,caught
19,8742,5,15473,{5966},1,1,true,501262,12,0,63.15,Warriors,caught
27,250847,10,214972,{59832},0,5,true,3610953,36,3,433.32,Capitals,caught
56,221969,12,271077,{59832},7,5,true,3973160,74,2,458.82,KKR,caught
27,48405,2,59832,{59832},4,2,true,1359505,44,3,162.96,Mumbai,caught
43,59599,2,60628,{59832},7,2,true,1254111,67,2,155.81,Punjab Kings,caught
14,111386,5,140821,{59832},1,2,true,2356848,31,3,442.85,RCB,caught
41,102743,1,101430,{59832},9,2,true,1304098,68,2,165.85,Royals,caught
32,95320,2,104281,{59832},5,1,true,1304116,43,2,134.37,Sunrisers,caught
4,102735,6,67296,{59832},0,1,true,1304088,4,0,100,Super Giants,caught
16,145925,24,227154,{59832},0,5,true,3967629,17,0,220,Super Kings,caught
3,64402,9,67296,{59832},1,1,true,1304094,5,0,166.66,Titans,caught
12,57196,6,0,"{60530,104770}",2,1,true,1304109,14,0,116.66,Royals,run out
22,103588,6,0,"{60530,59339}",1,1,true,1304077,26,0,118.18,RCB,run out
2,15887,2,0,"{60530,60737}",0,1,true,1216493,0,0,0,Capitals,run out
5,70411,4,0,"{60530,69114}",0,1,true,1136578,3,0,60,KKR,run out
24,293361,19,215556,{60530},0,6,true,4783775,20,1,183.32,Capitals,caught
72,346149,21,337043,{60530},3,8,true,5698460,75,3,571.41,Daredevils,caught
10,49247,5,10125,{60530},0,2,true,980937,12,1,120,Guj Lions,caught
10,51216,3,47078,{60530},0,2,true,829799,5,0,50,Kings XI,caught
13,51216,3,0,{60530},1,2,true,980977,16,0,123.07,Kings XI,run out
1,53891,4,61325,{60530},0,2,true,980977,0,0,0,Kings XI,stumping
119,382694,19,521915,{60530},19,9,true,8920307,216,15,1121.89,KKR,caught
12,15473,4,61325,{60530},0,1,true,980995,6,0,50,KKR,stumping
131,338025,15,495199,{60530},13,10,true,7222054,152,7,649.54,Mumbai,caught
38,266804,21,282888,{60530},3,8,true,5327183,60,5,565.62,Punjab Kings,caught
119,454647,21,438538,{60530},10,7,true,7557510,132,4,618.26,RCB,caught
136,599080,46,745873,{60530},13,18,true,11733268,194,11,956.59,Royals,caught
16,56596,9,0,{60530},3,1,true,1136598,24,0,150,Royals,run out
58,53271,2,90165,{60530},9,1,true,1136600,82,1,141.37,Royals,stumping
143,421172,23,415428,{60530},17,12,true,8454569,169,2,780.09,Sunrisers,caught
113,218367,18,408825,{60530},14,12,true,7442754,139,4,521.56,Super Kings,caught
12,15716,3,0,{60530},1,1,true,829711,14,0,116.66,Super Kings,run out
2,35384,6,10125,{60530},0,1,true,980969,0,0,0,Supergiants,caught
85,66413,4,119733,{60530},17,3,true,1961900,112,0,263.76,Supergiants,stumping
71,124524,9,127719,{60530},3,3,true,2663554,96,6,274.85,Titans,caught
21,48405,4,51098,{60609},2,1,true,829769,27,1,128.57,Mumbai,caught
54,106132,9,96347,{60609},6,2,true,1578935,90,4,267.93,RCB,caught
61,10384,2,61832,{60609},7,1,true,829797,81,4,132.78,Super Kings,caught
5,83915,9,0,"{60628,63646}",0,1,true,1312200,8,1,160,Royals,run out
83,325623,30,380293,{60628},6,5,true,6263088,99,5,472.22,Capitals,caught
58,143829,12,157732,{60628},3,3,true,3569656,74,5,417.9,Kings XI,caught
18,49342,1,0,{60628},0,2,true,829741,21,2,116.66,Kings XI,run out
57,234892,28,283962,{60628},7,4,true,5072792,106,9,619.4,KKR,caught
147,462276,41,541352,{60628},23,15,true,10687273,226,11,1349.4,Mumbai,caught
58,112691,4,166182,{60628},9,2,true,2558123,99,5,282,Punjab Kings,caught
68,150897,10,273976,{60628},6,4,true,3754461,86,3,369.96,RCB,caught
34,208772,28,284989,{60628},3,6,true,5287964,54,3,718.19,Royals,caught
92,164541,10,193540,{60628},4,5,true,3880110,112,7,296.63,Sunrisers,caught
11,64479,4,63646,{60628},0,2,true,1359525,11,0,100,Super Giants,caught
3,10125,3,101306,{60628},2,1,true,1216533,8,0,266.66,Super Kings,caught
16,7773,2,66722,{60691},0,2,true,829723,19,2,118.75,KKR,caught
64,215389,9,197842,{60737},9,6,true,4023045,65,0,232.52,Capitals,caught
14,86165,3,59261,{60737},3,2,true,1136566,20,0,142.85,Daredevils,caught
29,118979,13,126847,{60737},1,4,true,2273200,20,0,137.98,Kings XI,caught
14,57781,4,114057,{60737},2,3,true,2273227,24,2,342.85,KKR,caught
120,400500,29,453455,{60737},12,10,true,7728754,143,4,650.68,Mumbai,caught
38,249119,34,210235,{60737},4,6,true,4992260,36,0,384.72,RCB,caught
4,96392,7,59339,{60737},0,1,true,1304066,8,1,200,Royals,caught
32,23309,7,113192,{60737},10,2,true,2273154,51,0,325.28,Super Kings,caught
1,63477,10,0,"{60806,54674}",0,1,true,1254069,1,0,100,Super Kings,run out
6,49752,3,0,"{60806,61325}",0,2,true,1304059,5,0,83.33,RCB,run out
7,78239,9,0,"{60806,61797}",0,1,true,1359506,6,0,85.71,RCB,run out
69,392658,20,414630,{60806},9,11,true,7829893,110,8,675.97,Capitals,caught
65,154673,12,178549,{60806},9,5,true,3791997,99,4,367.7,Capitals,stumping
20,99544,8,20678,{60806},2,3,true,1427826,18,0,160.77,Daredevils,caught
159,318531,37,430120,{60806},20,11,true,7734306,220,12,797.58,Kings XI,caught
43,148877,15,0,{60806},7,5,true,2257432,59,2,504.9,Kings XI,run out
115,474648,38,527151,{60806},11,12,true,9075598,137,4,609.43,KKR,caught
7,132601,10,129898,{60806},0,4,true,2038055,6,0,85.71,KKR,stumping
235,574763,40,525969,{60806},30,14,true,10235075,309,12,1299.39,Mumbai,caught
26,119387,10,0,{60806},4,3,true,2386669,34,2,230.55,Mumbai,run out
33,194483,11,304392,{60806},3,5,true,3762283,46,2,301,Punjab Kings,caught
113,355527,27,463934,{60806},18,12,true,9196165,120,3,905.97,RCB,caught
235,482326,44,720551,{60806},32,15,true,12950911,269,2,1086.07,Sunrisers,caught
10,59716,19,0,{60806},1,2,true,1467978,9,0,112.5,Sunrisers,run out
31,149382,16,211095,{60806},3,5,true,3347567,42,2,387.8,Sunrisers,stumping
18,113551,13,145712,{60806},2,3,true,2663609,22,0,181.25,Super Giants,caught
20,70405,7,0,{60806},2,1,true,1359500,29,1,145,Super Giants,run out
39,64479,4,61325,{60806},5,2,true,1304109,59,2,151.28,Super Giants,stumping
107,329784,33,491695,{60806},9,11,true,8995012,145,9,839.78,Super Kings,caught
43,260727,15,242512,{60806},4,6,true,4941170,63,4,538.42,Super Kings,stumping
16,109531,10,20240,{60806},1,4,true,2165198,15,0,182.53,Supergiant,caught
27,48671,2,12562,{60806},2,2,true,980965,30,1,111.11,Supergiants,stumping
9,114725,4,155137,{60806},0,3,true,2616267,2,0,28.57,Titans,caught
35,95316,3,61325,{60806},6,2,true,1359522,36,0,102.85,Titans,stumping
41,8742,1,0,{60806},8,1,true,598047,54,1,131.7,Warriors,run out
17,7773,2,0,"{61318,9900}",0,1,true,598069,10,0,58.82,KKR,run out
12,58185,9,47154,{61318},3,2,true,598065,26,1,216.66,Royals,caught
16,56050,8,98386,{61318},4,4,true,1196036,22,0,157.14,Warriors,caught
7,62051,9,0,"{61325,60530}",0,1,true,981011,5,0,71.42,Daredevils,run out
1,10553,8,0,"{61325,8813}",0,2,true,829819,0,0,0,Royals,run out
57,87218,5,145324,{61325},9,4,true,2432474,73,2,219.71,Capitals,caught
26,77392,11,70440,{61325},0,5,true,2851505,13,0,144.28,Daredevils,caught
3,47023,6,0,{61325},0,1,true,829813,1,0,33.33,Daredevils,run out
16,75325,7,62153,{61325},2,2,true,1082610,39,4,243.75,Guj Lions,caught
116,224629,20,183106,{61325},26,7,true,3723170,197,5,628.15,Kings XI,caught
32,57852,6,85186,{61325},7,3,true,2257989,53,2,326.66,KKR,caught
29,136185,17,260621,{61325},3,7,true,4725497,29,0,362.2,Mumbai,caught
29,280862,26,233175,{61325},5,5,true,4554479,39,1,432.43,Royals,caught
57,205632,15,177061,{61325},6,6,true,4458175,82,4,528.42,Sunrisers,caught
30,59787,15,55835,{61334},1,4,true,1002488,21,0,148,Kings XI,caught
1,4176,1,0,{61334},0,2,true,501244,0,0,0,Kings XI,run out
3,66722,10,45105,{61383},0,2,true,598046,0,0,0,Super Kings,caught
21,45358,5,54282,{61411},3,1,true,598053,31,1,147.61,KKR,caught
14,7716,3,0,"{61413,75325}",0,1,true,1136594,14,1,100,Kings XI,run out
3,7716,6,53716,{61413},0,2,true,1136610,1,0,33.33,Kings XI,caught
89,225247,10,220064,{61413},16,4,true,3660956,170,10,621.74,KKR,caught
10,54222,4,63224,{61413},0,1,true,1312198,9,1,90,RCB,caught
15,51216,1,70640,{61413},5,2,true,1178426,25,0,166.66,Sunrisers,caught
65,92693,9,197856,{61413},9,4,true,3577201,91,4,401.41,Super Kings,caught
4,51098,10,0,"{61479,60530}",2,1,true,981013,10,0,250,Guj Lions,run out
18,48739,4,10553,{61479},2,1,true,598049,13,0,72.22,Daredevils,caught
12,51454,4,10125,{61479},0,2,true,980959,8,0,66.66,KKR,caught
96,125147,8,81693,{61479},8,3,true,2763247,111,2,337.42,Sunrisers,caught
4,51098,9,61489,{61489},0,2,true,501251,2,0,50,Mumbai,caught
1,105215,10,0,"{61634,54282}",0,1,true,1359536,0,0,0,Titans,run out
1,111976,10,0,"{61634,79597}",0,1,true,1359521,0,0,0,KKR,run out
1,72363,3,54282,{61634},0,1,true,1359508,0,0,0,Capitals,caught
6,106418,9,0,{61634},0,1,true,1359508,5,0,83.33,Capitals,run out
3,51454,5,95320,{61634},0,2,true,1359514,1,0,33.33,Capitals,stumping
44,246874,13,207575,{61634},5,4,true,3671511,72,3,500.56,KKR,caught
2,49039,1,60737,{61634},1,1,true,1136618,4,0,200,KKR,stumping
6,63224,6,72379,{61634},1,1,true,1136581,7,0,116.66,Mumbai,caught
8,71335,7,53439,{61634},1,2,true,1136613,7,0,87.5,RCB,caught
60,116034,10,169788,{61634},10,6,true,3409839,89,2,383.56,RCB,stumping
1,79159,9,54282,{61634},0,1,true,1359536,0,0,0,Titans,caught
10,70277,4,63646,{61690},1,2,true,1359536,10,0,100,Sunrisers,caught
9,8999,6,79159,{61690},1,1,true,1370350,17,1,188.88,Super Kings,caught
17,59260,5,0,"{61797,52539}",0,1,true,1136602,24,2,141.17,Daredevils,run out
14,15887,2,46888,{61797},1,1,true,1175371,12,0,85.71,Capitals,caught
50,142693,18,177540,{61797},6,4,true,2994977,62,3,274.17,Daredevils,caught
3,54222,2,0,{61797},0,1,true,1136596,2,0,66.66,Daredevils,run out
27,138420,7,118547,{61797},2,3,true,2340455,29,2,223.33,KKR,caught
82,166574,21,234624,{61797},15,7,true,3904199,147,8,657.42,Mumbai,caught
4,70405,5,61797,{61797},0,1,true,1254107,8,1,200,Punjab Kings,caught
10,64479,6,66722,{61797},1,1,true,1082609,12,0,120,Sunrisers,caught
8,59339,7,95219,{61797},0,1,true,1304088,11,1,137.5,Super Giants,caught
42,201180,18,240464,{61797},2,8,true,4992239,28,0,270.9,Super Kings,caught
13,60628,6,67296,{61797},0,1,true,1304094,11,0,84.61,Titans,caught
14,45554,1,15308,{61832},3,1,true,980961,15,0,107.14,Guj Lions,caught
50,183710,27,183877,{61832},9,4,true,3735259,76,1,511.73,Kings XI,caught
136,394093,39,418365,{61832},19,14,true,8424831,146,2,719.09,KKR,caught
1,106394,13,0,{61832},0,3,true,2235026,0,0,0,KKR,run out
72,206488,21,248148,{61832},7,9,true,4841722,85,2,589.71,Mumbai,caught
2,77669,7,101780,{61832},0,1,true,1254061,0,0,0,Punjab Kings,caught
56,61607,8,71324,{61832},7,2,true,2063516,102,8,360.16,RCB,caught
78,162183,7,144088,{61832},13,3,true,3531503,104,1,418.75,Royals,caught
108,380773,33,473120,{61832},7,14,true,7776805,109,4,812.61,Sunrisers,caught
2,54282,8,0,{61832},0,1,true,980983,1,0,50,Sunrisers,run out
38,158829,15,299532,{61832},3,5,true,4478754,52,3,483.33,Super Kings,caught
28,94125,4,0,{61832},4,2,true,1216525,33,0,117.85,Super Kings,run out
35,67119,9,20240,{61832},2,4,true,2165198,36,1,205.22,Supergiant,caught
72,53515,7,54428,{61988},7,3,true,1378149,75,2,209.43,Kings XI,caught
44,59028,12,81386,{61988},10,5,true,1794036,50,0,312.77,KKR,caught
11,8813,4,45105,{61988},1,2,true,829737,18,1,163.63,RCB,caught
2,64479,7,45105,{61988},0,2,true,829769,1,0,50,Royals,caught
3,66253,8,10556,{61988},0,2,true,829817,3,0,100,Super Kings,caught
33,8742,1,11399,{61988},4,2,true,598035,37,0,112.12,Warriors,caught
0,67296,8,0,"{61990,49958}",0,1,true,1237181,0,0,0,Capitals,run out
15,54340,2,0,"{61990,63224}",3,2,true,1136601,21,1,140,KKR,run out
4,86165,8,0,"{61990,8742}",0,1,true,980951,4,0,100,Daredevils,run out
1,67455,9,0,"{61990,8742}",0,1,true,733997,1,0,100,Kings XI,run out
8,54212,5,0,"{61990,95219}",2,1,true,1216529,13,0,162.5,Capitals,run out
47,117939,10,184949,{61990},4,4,true,3629070,46,1,152.77,Capitals,caught
28,47624,1,47185,{61990},3,2,true,829761,25,1,89.28,Daredevils,caught
33,44625,9,118701,{61990},6,2,true,2165186,62,4,375.5,Guj Lions,caught
81,437891,47,385843,{61990},7,9,true,7292592,90,3,659.16,Kings XI,caught
44,166203,18,259961,{61990},3,7,true,4743790,41,2,370.07,KKR,caught
78,123790,13,193763,{61990},12,6,true,3429874,114,5,557.46,Mumbai,caught
52,119198,3,161335,{61990},10,3,true,2558143,77,3,287.5,Punjab Kings,caught
112,382655,23,480622,{61990},11,10,true,8056013,133,7,770.82,RCB,caught
268,556207,33,721776,{61990},35,16,true,11499093,371,16,1443.18,Royals,caught
148,499900,40,523481,{61990},11,15,true,10003058,177,9,1055.04,Sunrisers,caught
4,48277,5,0,{61990},0,1,true,1136583,2,0,50,Sunrisers,run out
177,401953,43,578864,{61990},17,15,true,10759056,200,7,901.01,Super Kings,caught
17,48671,2,48277,{61990},3,1,true,980989,21,0,123.52,Supergiants,caught
70,219840,13,201675,{61990},10,3,true,4078527,115,5,466.64,Titans,caught
7,15716,5,0,"{61999,98673}",1,2,true,1254098,11,0,157.14,Super Kings,run out
27,280066,24,325992,{61999},2,7,true,4903607,31,1,490,Capitals,caught
41,134840,9,118522,{61999},5,2,true,2273184,67,4,426.18,Daredevils,caught
2,51181,9,59261,{61999},0,1,true,1082629,1,0,50,Guj Lions,caught
50,67167,5,106640,{61999},8,3,true,2311957,81,4,234.74,Kings XI,caught
62,88815,10,221110,{61999},9,5,true,3523336,106,6,418.42,KKR,caught
6,58406,2,98673,{61999},0,1,true,1254062,2,0,33.33,Mumbai,caught
38,124078,7,145456,{61999},1,3,true,2508180,34,2,166.17,Punjab Kings,caught
126,344461,15,392483,{61999},14,7,true,6254380,159,5,592.83,RCB,caught
6,59832,2,64402,{61999},1,2,true,1254106,6,0,100,Royals,caught
113,170010,13,236617,{61999},11,6,true,4594721,112,3,420.48,Sunrisers,caught
33,64479,5,72505,{61999},3,1,true,1304058,51,3,154.54,Super Giants,caught
45,93530,5,129538,{61999},3,3,true,2482463,55,2,207.14,Super Kings,caught
36,243836,13,162846,{61999},7,3,true,3967670,50,1,377.76,Titans,caught
1,84635,11,0,"{62022,63477}",0,2,true,1254072,0,0,0,KKR,run out
1,98673,10,0,"{62022,72103}",0,2,true,1254072,0,0,0,KKR,run out
26,285934,13,130691,{62022},2,6,true,3649044,20,0,140,Capitals,caught
56,126325,10,58151,{62022},6,2,true,2117621,105,8,377.69,Kings XI,caught
26,192511,17,103763,{62022},1,5,true,3686632,30,2,323.84,KKR,caught
38,163549,4,128963,{62022},2,2,true,2432992,80,9,331.25,Royals,caught
10,111500,9,135580,{62022},1,2,true,2508171,12,0,240,Sunrisers,caught
