fielders,isout,team,wickettype,Sum of balls,Sum of batsman_id,Sum of batsman_position,Sum of bowler_id,Sum of fours,Sum of innings,Sum of match_id,Sum of runs,Sum of sixes,Sum of strikerate
{63509},true,Mumbai,caught,52,380391,24,345565,2,8,6966754,47,3,677.33
{63646},true,RCB,caught,52,109715,14,205262,14,3,3644554,83,1,395.82
{64479},true,Titans,caught,52,200423,10,184778,6,4,4023058,53,0,177.02
"{67455,51216}",true,KKR,run out,52,54340,2,0,8,2,1082639,84,3,161.53
{70277},true,Mumbai,caught,52,185720,10,227339,9,3,4078497,73,3,511.46
{71335},true,RCB,caught,52,145608,12,176840,7,4,3724690,85,5,328.27
{72385},true,Mumbai,caught,52,48405,2,63646,5,1,1254074,63,2,121.15
"{7781,7520}",true,Kings XI,run out,52,6259,2,0,11,2,335995,75,1,144.23
{80425},true,Supergiant,caught,52,61999,2,49496,9,2,1082631,93,7,178.84
{102738},true,RCB,caught,51,63035,10,102210,12,2,2719056,98,5,372.72
{102743},true,KKR,caught,51,144355,5,121093,5,2,2508181,62,2,212.98
{10401},true,Chargers,caught,51,143565,15,52269,4,3,1503597,46,1,288.29
{11920},true,Royals,caught,51,112745,9,144605,6,3,1875640,55,1,224.63
"{12084,4176}",true,Daredevils,run out,51,7419,4,0,7,1,392237,65,1,127.45
{15851},true,Super Kings,caught,51,33553,8,108068,9,4,1147386,79,4,355.37
{2024},true,Chargers,caught,51,59129,18,154386,8,7,1427120,62,2,334.22
{2232},true,Royals,caught,51,114943,5,55797,3,2,1099252,49,2,171.11
{46933},true,Daredevils,caught,51,217639,12,185806,5,7,3022274,53,1,308.32
{47078},true,Guj Lions,caught,51,15716,3,54282,9,1,980929,75,0,147.05
{47252},true,Kings XI,run out,51,9587,3,0,7,1,392195,60,1,117.64
{48927},true,Mumbai,caught,51,164072,8,182305,7,6,3247923,76,4,355.79
{50409},true,KKR,caught,51,7773,2,7678,9,1,548344,93,5,182.35
{51057},true,Royals,caught,51,101579,6,105636,4,3,1563762,69,3,309.6
{51096},true,Royals,caught,51,187823,16,149891,8,4,2968279,79,4,229.06
{51453},true,Kings XI,caught,51,17845,5,54614,4,4,671996,81,6,329.55
{51482},true,Mumbai,caught,51,229408,19,178739,11,6,4098676,101,6,469.28
{51491},true,Daredevils,caught,51,43543,21,174397,8,4,2066064,75,3,323.47
{53891},true,Guj Lions,caught,51,125808,10,141394,6,4,2063592,61,0,239.34
{59260},true,Sunrisers,caught,51,113453,6,157957,4,3,2613602,53,3,222.43
{6253},true,RCB,caught,51,164374,18,109001,5,5,2064105,46,0,325.73
{6253},true,Warriors,caught,51,95211,9,70989,5,4,1146374,54,1,204.35
{6259},true,Royals,caught,51,12701,1,47185,5,1,392210,68,5,133.33
{7630},true,Mumbai,caught,51,76619,14,209827,7,5,1969924,76,5,633.69
{81197},true,Sunrisers,caught,51,157319,5,105736,8,3,2663639,69,2,235.32
"{9900,10556}",true,KKR,run out,51,47055,2,0,8,2,501242,66,2,129.41
{9900},true,Kings XI,stumping,51,74290,8,75928,6,4,2145890,64,2,368.75
{9900},true,Super Kings,caught,51,114704,19,230752,6,7,3608758,67,4,645.45
{10125},true,Daredevils,caught,50,234612,18,168409,3,6,3627409,57,2,431.98
{12701},true,Supergiants,caught,50,169358,16,175890,6,8,3923880,59,2,258.85
{1973},true,Kings XI,caught,50,44691,1,48319,9,1,419112,77,2,154
{46206},true,Warriors,caught,50,12262,8,20352,6,4,1096660,50,1,200.63
{47185},true,Daredevils,caught,50,176975,29,142934,10,7,3013259,78,2,536.09
{53271},true,Daredevils,caught,50,206956,11,238401,7,7,4235144,66,3,384.51
{56442},true,RCB,caught,50,65069,8,57153,5,2,1002464,81,5,334.52
{58274},true,Kings XI,caught,50,117574,5,94578,2,4,1468086,61,5,249.74
{61797},true,Daredevils,caught,50,142693,18,177540,6,4,2994977,62,3,274.17
{61832},true,Kings XI,caught,50,183710,27,183877,9,4,3735259,76,1,511.73
{61999},true,Kings XI,caught,50,67167,5,106640,8,3,2311957,81,4,234.74
{66101},true,Sunrisers,caught,50,67185,10,96526,0,3,2046313,30,0,123.14
{70405},true,RCB,stumping,50,146555,7,170871,4,2,2663599,46,0,178.33
{7804},true,Kings XI,caught,50,186030,22,218975,4,8,3497325,43,1,215.71
{84201},true,Royals,caught,50,161150,11,100419,4,2,2356843,50,2,102.04
{8726},true,Super Kings,run out,50,49342,2,0,6,1,598058,55,0,110
{8999},true,Supergiant,caught,50,50281,3,10130,2,2,1082650,51,2,102
{90143},true,Punjab Kings,caught,50,411493,21,486045,5,5,6797584,60,4,502.76
{95219},true,Capitals,caught,50,187529,10,210302,7,4,3845397,74,4,327.27
{9587},true,Royals,caught,50,171842,9,166606,6,10,2219608,35,0,299.7
{102743},true,Titans,caught,49,141266,9,122650,6,3,2671697,62,2,260.69
{104814},true,KKR,caught,49,234400,25,260364,5,4,5227162,59,1,391.41
{15308},true,Chargers,run out,49,15887,2,0,9,1,548329,84,5,171.42
"{15716,7458}",true,RCB,run out,49,2232,2,0,7,1,419133,52,0,106.12
{35812},true,Sunrisers,caught,49,113270,6,116782,3,3,1734594,55,2,144.2
{45592},true,Royals,caught,49,12701,2,15267,6,1,419129,80,5,163.26
{45890},true,Chargers,caught,49,26289,12,141330,7,5,1339472,55,1,311.1
{47055},true,Punjab Kings,caught,49,304163,22,332187,3,5,5016336,55,4,290.99
{49024},true,Super Kings,caught,49,95094,1,79159,4,1,1304108,53,1,108.16
{49357},true,RCB,caught,49,235265,10,165656,3,6,3912156,40,1,241.42
{51098},true,Daredevils,caught,49,107679,10,101581,5,4,1912417,67,3,253.58
{51216},true,Guj Lions,stumping,49,46196,3,108514,12,4,1961810,74,0,157.44
{51216},true,Mumbai,stumping,49,158304,14,89899,6,4,2465373,46,0,225.13
{54282},true,Kings XI,caught,49,152337,9,240042,9,7,3243477,68,3,647.87
{58274},true,Mumbai,run out,49,24130,4,0,9,2,1680668,54,0,154.26
{59260},true,Daredevils,caught,49,123733,10,16977,8,6,1645054,70,2,436.66
{59599},true,Daredevils,caught,49,53093,9,19809,8,4,1096682,73,2,289.79
{6256},true,RCB,caught,49,125948,31,202779,2,8,2601152,58,4,489.18
{66722},true,KKR,run out,49,8742,1,0,6,1,980963,70,2,142.85
{70411},true,Capitals,caught,49,108209,9,113352,12,3,2508174,91,3,312.5
{75347},true,Super Kings,caught,49,16592,11,175670,3,4,2608114,36,1,144.04
{7716},true,Super Kings,caught,49,19205,6,97142,7,2,1165720,68,3,336.17
{7773},true,Kings XI,caught,49,93023,24,213664,6,5,4148092,41,0,372.59
{80807},true,KKR,caught,49,252011,14,302947,3,6,5216324,63,5,428.49
{8813},true,Chargers,caught,49,118307,19,191296,11,7,2459904,63,1,719.27
{10130},true,KKR,caught,48,113179,12,77528,6,3,1811956,62,1,290.32
{102743},true,Super Kings,caught,48,153497,5,123122,7,4,2718982,58,0,211.57
{10384},true,Supergiant,caught,48,68202,13,138493,3,3,2165232,51,2,245.44
{104396},true,Royals,caught,48,298822,21,317801,5,4,5327142,81,7,599.51
{11920},true,RCB,caught,48,117106,13,74472,4,7,2034337,65,3,567.27
{24777},true,Mumbai,caught,48,8813,3,47289,14,1,598006,86,2,179.16
{4176},true,Daredevils,stumping,48,7773,1,48431,7,1,336020,79,3,164.58
{4382},true,Royals,caught,48,72419,18,63458,7,5,1091121,99,9,530.35
{44930},true,Royals,caught,48,2281,3,7716,8,1,598009,54,0,112.5
{45256},true,Daredevils,caught,48,154687,10,169461,7,5,2995053,57,2,129.54
{47055},true,KKR,caught,48,60809,9,111397,6,4,2078671,55,1,272.65
{47185},true,KKR,caught,48,50301,7,58584,6,3,967450,54,1,175
{47347},true,Chargers,caught,48,6548,12,19115,4,2,838234,69,4,299.47
{48965},true,Mumbai,caught,48,55544,7,57845,3,3,990258,43,0,175.95
{50483},true,RCB,caught,48,96285,7,22145,6,2,1196072,53,0,252.95
{51189},true,Mumbai,caught,48,48405,3,45222,4,2,548346,42,1,87.5
{51455},true,Guj Lions,caught,48,136177,19,133083,3,5,2942987,38,1,108.47
{51491},true,Capitals,caught,48,50771,3,67296,4,1,1304110,63,3,131.25
{52241},true,Mumbai,caught,48,110395,5,122518,5,2,2608120,55,2,169.44
"{66253,61832,58406}",true,Mumbai,run out,48,48405,1,0,7,2,980933,65,1,135.41
{67455},true,Titans,caught,48,173203,9,142277,6,2,2608112,85,4,232.6
{70277},true,Super Kings,caught,48,68837,9,247239,5,4,3967629,51,0,326.36
{70633},true,Super Giants,caught,48,173140,11,162659,4,3,2663554,55,3,145.98
{70640},true,Supergiant,run out,48,47624,4,0,4,1,1082647,58,2,120.83
{72363},true,Sunrisers,caught,48,226412,15,149425,2,4,4078536,48,2,288.08
{72509},true,Super Kings,caught,48,54526,6,100419,8,4,2363534,59,1,228.2
{7630},true,Kings XI,caught,48,44691,1,48373,7,1,419108,56,1,116.66
{77887},true,Super Kings,caught,48,95094,1,103597,5,1,1304075,73,5,152.08
{80807},true,Mumbai,caught,48,125214,9,117863,6,2,2474354,64,3,264.21
{84635},true,Kings XI,caught,48,74736,9,166426,4,6,3528485,74,7,379.7
{8813},true,Punjab Kings,caught,48,171681,14,214937,5,3,3862290,77,5,306.66
{95316},true,Sunrisers,caught,48,343542,24,273415,2,6,4991219,58,4,422.21
{95319},true,Mumbai,caught,48,206090,13,276397,5,5,3824717,59,2,296.16
{9815},true,Mumbai,caught,48,24765,11,163593,2,5,2030689,41,1,221.56
{107007},true,Punjab Kings,caught,47,15887,3,70411,9,1,1359527,57,1,121.27
{11399},true,Mumbai,run out,47,55650,11,0,12,4,1418653,66,0,241.3
"{11920,2232}",true,Warriors,run out,47,51454,3,0,8,1,598061,66,1,140.42
{15473},true,Super Kings,run out,47,94896,2,0,7,3,1248894,67,3,281.57
{24667},true,Daredevils,caught,47,56512,3,96203,8,4,784470,62,1,290.34
{45487},true,Royals,caught,47,28155,10,62450,4,5,1468718,44,1,375.2
{45617},true,Royals,caught,47,64720,9,99704,6,2,784380,64,2,284.61
{46533},true,Royals,stumping,47,8658,4,54789,2,3,1096660,35,1,144.78
{46597},true,Super Giants,caught,47,178924,9,152535,0,2,2719038,29,0,120.76
{48349},true,Mumbai,stumping,47,48405,4,2000,5,1,501263,58,1,123.4
{48431},true,Royals,caught,47,71212,5,57253,5,4,934074,44,0,193.02
{49958},true,Sunrisers,caught,47,245012,22,219163,6,6,4420617,57,1,334.25
{51096},true,Guj Lions,caught,47,19197,6,112442,9,3,2063578,78,2,331.66
{56596},true,Super Kings,caught,47,8999,4,53320,2,2,1178400,57,3,121.27
{56993},true,Super Kings,caught,47,170069,6,209540,4,2,2718960,84,7,352.62
"{59601,103766}",true,KKR,run out,47,95316,2,0,5,1,1216523,57,0,121.27
{61990},true,Capitals,caught,47,117939,10,184949,4,4,3629070,46,1,152.77
{63509},true,Guj Lions,caught,47,90811,12,121008,5,2,2063563,55,1,227.03
{66101},true,KKR,caught,47,105794,7,81189,5,4,2165288,59,2,285.71
{67296},true,KKR,caught,47,239809,18,270523,10,5,4874317,89,5,626.49
{69114},true,Mumbai,caught,47,111629,9,104170,2,3,2219259,58,3,247.46
{70640},true,Sunrisers,caught,47,226366,20,333116,13,7,4651649,72,0,550.71
"{7519,59325}",true,Sunrisers,run out,47,9900,1,0,5,1,598056,61,2,129.78
{75315},true,Sunrisers,caught,47,157319,4,190438,7,4,2608148,65,2,278.54
{8742},true,Daredevils,stumping,47,86670,15,58229,2,4,2311855,43,3,290.63
{89779},true,Capitals,caught,47,48739,2,50789,6,1,1359490,51,0,108.51
{8999},true,Warriors,caught,47,74821,15,190243,3,5,2101732,39,1,166.66
{9587},true,Chargers,caught,47,68131,13,100498,4,4,1230489,52,3,198.7
{9639},true,RCB,caught,47,7568,2,47100,9,1,501270,89,5,189.36
{96395},true,RCB,run out,47,101312,2,0,2,2,1304064,66,6,140.42
{9900},true,Chargers,caught,47,9587,4,10556,10,1,501229,65,0,138.29
{104770},true,Mumbai,caught,46,287941,19,217892,4,5,3978517,64,4,375.25
{10553},true,Daredevils,caught,46,77335,12,167337,5,5,2646347,47,0,305.55
{10562},true,Chargers,caught,46,12049,3,10238,6,1,548341,78,5,169.56
{11984},true,Kings XI,caught,46,21507,6,17409,5,4,838266,60,2,264.38
{12701},true,Kings XI,stumping,46,127528,12,97457,12,5,1674586,73,2,441.02
{2281},true,Kings XI,caught,46,32242,8,78556,5,4,1565459,50,1,271.13
{4382},true,Daredevils,caught,46,63883,19,55588,6,5,1312589,67,2,391.48
{51057},true,KKR,caught,46,2232,2,45105,5,1,729279,72,3,156.52
{52161},true,Mumbai,caught,46,282173,18,260527,2,4,4827392,34,1,366.14
"{53549,9900}",true,Chargers,run out,46,8163,4,0,3,1,336037,46,1,100
{58406},true,Kings XI,stumping,46,77235,17,149198,5,3,3254049,57,2,360.61
{59260},true,Super Kings,caught,46,6256,2,48777,3,2,829821,56,2,121.73
{66101},true,Royals,caught,46,60806,3,53716,7,2,829769,76,3,165.21
{66358},true,Daredevils,caught,46,57797,5,115807,3,3,1332067,39,1,92.85
{66722},true,KKR,caught,46,217159,27,237534,2,6,4426132,50,3,430.05
{7139},true,Super Kings,run out,46,2119,2,0,12,1,335989,81,2,176.08
{7704},true,Warriors,caught,46,105886,15,127810,2,6,1645081,55,3,311.04
{86165},true,Punjab Kings,caught,46,107089,10,237189,4,4,3912266,40,0,268.75
{87477},true,Royals,caught,46,323057,15,288187,9,7,6581341,60,2,518.66
{87603},true,RCB,caught,46,49752,2,85763,5,1,1359524,55,0,119.56
{9235},true,KKR,caught,46,11984,5,7723,4,2,336003,71,4,154.34
{9257},true,Super Kings,caught,46,19405,5,30946,5,2,672080,54,2,238.22
{95315},true,Super Giants,caught,46,130935,7,155212,3,3,2663538,60,4,267.42
{96408},true,RCB,caught,46,127991,10,113165,3,3,2613618,56,3,246.42
"{100878,46533}",true,Kings XI,run out,45,7568,3,0,1,2,1216531,53,5,117.77
{104770},true,Punjab Kings,caught,45,176739,13,200099,8,4,2719024,72,2,249.99
{10787},true,Mumbai,caught,45,94262,12,58196,7,3,920406,55,1,281.48
{110107},true,Mumbai,caught,45,48405,2,54674,6,2,1359490,65,4,144.44
{12894},true,Super Kings,caught,45,153083,10,139045,4,4,3644792,51,1,346.15
{1973},true,Super Kings,caught,45,36020,20,71404,5,6,1456506,37,0,261.32
{35812},true,Supergiant,caught,45,112280,5,108054,9,2,2165206,76,3,347.68
{45222},true,Royals,caught,45,79309,6,70799,6,5,1359701,49,1,343.33
{45257},true,Supergiants,run out,45,51096,1,0,5,1,980949,53,0,117.77
"{45358,8742}",true,Kings XI,run out,45,35384,5,0,5,1,829733,60,2,133.33
{46688},true,Royals,caught,45,10406,2,4169,9,2,335990,71,2,157.77
{47123},true,Kings XI,caught,45,17845,6,95554,7,4,837285,59,2,253.33
{48405},true,Mumbai,caught,45,49296,6,51292,5,2,672018,56,2,244.04
{48431},true,Mumbai,caught,45,131697,11,104490,8,3,1173212,66,2,348.88
{48739},true,Punjab Kings,caught,45,147732,14,151080,3,3,2558181,50,2,183.95
{48777},true,Super Kings,caught,45,119376,15,213328,4,4,3019107,58,3,206.66
{49092},true,Super Kings,caught,45,64110,13,61151,2,2,893500,30,1,126.66
{50281},true,Chargers,caught,45,12049,3,50121,4,1,548348,74,4,164.44
{51454},true,Daredevils,caught,45,78677,21,145027,3,4,2559873,31,0,167.65
"{54222,61797}",true,KKR,run out,45,7773,2,0,6,1,980963,54,1,120
{57196},true,Mumbai,caught,45,48405,2,63646,8,1,1216503,70,3,155.55
{59260},true,Warriors,caught,45,8742,1,4380,9,1,548327,69,2,153.33
{59261},true,Daredevils,caught,45,59600,2,53320,9,1,1082642,64,0,142.22
{61999},true,Super Kings,caught,45,93530,5,129538,3,3,2482463,55,2,207.14
{63509},true,Capitals,caught,45,190630,2,152005,7,4,2485822,66,2,290.21
"{64479,60806}",true,RCB,run out,45,46533,3,0,9,1,829763,57,1,126.66
{70633},true,Supergiants,caught,45,15317,2,70640,4,1,980957,57,2,126.66
{7520},true,Sunrisers,caught,45,98166,8,116870,4,2,1961958,42,0,211.48
{7593},true,Warriors,stumping,45,35812,2,49247,10,1,598015,67,2,148.88
{7630},true,Royals,caught,45,164148,7,23871,3,5,1613639,40,1,269.04
{95219},true,KKR,caught,45,151558,11,153749,6,4,2718952,58,2,262.59
{9815},true,Kings XI,caught,45,114783,10,77644,1,7,1957702,41,2,294.62
{10129},true,Super Kings,caught,44,76437,12,105368,5,4,1482397,52,1,341.82
{104396},true,Sunrisers,caught,44,61999,3,96395,9,1,1304111,76,3,172.72
{10562},true,RCB,run out,44,7419,2,0,6,1,548362,53,1,120.45
{105938},true,Royals,caught,44,102743,1,108612,8,2,1304114,59,1,134.09
"{12084,8999}",true,Daredevils,run out,44,9235,6,0,10,2,501246,55,0,125
{12701},true,Super Kings,stumping,44,2119,2,2000,4,2,392217,48,1,109.09
{19422},true,Royals,caught,44,171866,18,109936,6,6,3487311,61,2,291.91
{19596},true,Royals,caught,44,12106,2,1973,7,1,336023,50,1,113.63
{2101},true,KKR,caught,44,11647,1,48373,7,1,336017,48,0,109.09
"{45257,7678}",true,Chargers,run out,44,2347,2,0,6,1,392192,58,2,131.81
{45257},true,RCB,run out,44,49752,2,0,2,2,829779,48,1,109.09
{47055},true,Daredevils,caught,44,218302,10,202001,8,3,3247815,56,1,401.62
{47252},true,RCB,caught,44,109360,24,110766,1,6,1792371,28,1,262.85
{49108},true,Sunrisers,caught,44,130176,6,233002,4,4,3694815,32,0,220.34
{49193},true,Kings XI,caught,44,22095,11,108991,3,5,1744411,34,1,268.14
{50771},true,Royals,caught,44,12834,5,54739,9,3,1196056,59,1,170
{51454},true,Punjab Kings,caught,44,151094,12,159096,2,2,2508214,39,1,184.37
{57444},true,Mumbai,caught,44,45256,1,61325,9,1,829737,59,2,134.09
{61634},true,KKR,caught,44,246874,13,207575,5,4,3671511,72,3,500.56
{61988},true,KKR,caught,44,59028,12,81386,10,5,1794036,50,0,312.77
{61990},true,KKR,caught,44,166203,18,259961,3,7,4743790,41,2,370.07
{62153},true,Guj Lions,caught,44,10384,2,61325,2,2,1082610,72,7,163.63
{64479},true,RCB,caught,44,343742,35,350578,4,9,6876469,37,1,473.91
{66183},true,KKR,caught,44,140972,15,225896,1,6,3867717,37,1,219.99
{66253},true,KKR,caught,44,65554,10,190170,3,6,3436418,33,0,257.5
{66725},true,Mumbai,caught,44,229912,25,279309,1,7,4757520,33,1,280.56
{67458},true,Sunrisers,caught,44,15887,2,51491,4,2,980935,45,0,102.27
{72393},true,Royals,caught,44,228311,23,240774,2,8,4903597,40,1,323.38
{72393},true,Titans,caught,44,149207,8,158189,5,2,2663567,59,2,246.18
{7519},true,Super Kings,caught,44,22318,18,101284,2,5,1421584,46,2,262.9
{75311},true,Capitals,caught,44,64042,7,135958,6,2,2356842,61,3,292.27
{7781},true,Chargers,caught,44,101963,16,71832,8,3,1597885,50,0,268.88
{7781},true,KKR,caught,44,10384,1,58274,7,2,548357,56,0,127.27
{7781},true,RCB,caught,44,13944,18,128531,4,6,1489117,43,1,220.59
{8742},true,Royals,stumping,44,61600,10,50250,4,3,1126161,47,1,159.04
{96392},true,Punjab Kings,caught,44,139826,9,123157,6,2,2613543,91,7,397.32
{9707},true,Warriors,caught,44,55712,10,173373,5,6,1645030,56,2,376.1
0,true,KKR,obstructing the field,44,15473,4,0,8,2,598061,72,2,163.63
{10238},true,Mumbai,caught,43,45256,1,51057,5,1,1082635,66,4,153.48
{11399},true,Daredevils,caught,43,105517,18,144998,4,4,2134098,39,0,256.56
{12894},true,Kings XI,caught,43,116192,20,140965,0,6,2800999,33,0,332.26
{12894},true,Royals,run out,43,53271,2,0,10,2,1175359,69,2,160.46
{15317},true,KKR,caught,43,62658,9,28927,4,2,1659522,64,4,290.78
{2119},true,Chargers,run out,43,4382,4,0,3,1,419110,50,3,116.27
{35384},true,RCB,caught,43,70035,9,133684,1,4,1714960,54,4,308.57
{44829},true,Royals,caught,43,26503,12,77486,5,6,1925421,36,0,227.5
{44946},true,KKR,caught,43,10384,1,50121,5,1,548375,41,0,95.34
{46597},true,KKR,run out,43,75591,6,0,4,2,1359535,54,3,125.58
{47624},true,Daredevils,caught,43,33335,17,149128,1,4,1647585,31,1,173.8
{48277},true,KKR,caught,43,149656,9,102559,7,2,2273140,52,1,177.44
{49342},true,Sunrisers,caught,43,146375,8,159290,7,6,2623891,52,1,367.49
"{53582,11399}",true,Super Kings,run out,43,8821,4,0,6,1,501253,55,1,127.9
{59832},true,Punjab Kings,caught,43,59599,2,60628,7,2,1254111,67,2,155.81
{60806},true,Kings XI,run out,43,148877,15,0,7,5,2257432,59,2,504.9
{60806},true,Super Kings,stumping,43,260727,15,242512,4,6,4941170,63,4,538.42
{63646},true,Mumbai,caught,43,110454,12,132838,5,3,2534873,58,3,272.28
{66725},true,Guj Lions,caught,43,61270,4,129252,5,4,2063592,54,2,239.33
{66725},true,Warriors,caught,43,52646,8,52492,3,2,1196028,49,3,220.6
{67296},true,Guj Lions,run out,43,15716,3,0,5,1,1082632,77,4,179.06
{70277},true,KKR,caught,43,200597,13,218019,5,5,4078507,52,3,226.38
{70277},true,Royals,caught,43,342164,21,301227,4,4,5066384,72,5,557.94
{8163},true,Super Kings,caught,43,65058,5,56456,3,3,1230564,49,3,246.06
{83439},true,RCB,caught,43,46933,2,108342,5,2,1359479,73,6,169.76
{8813},true,Kings XI,stumping,43,127134,19,130553,6,4,2648974,68,3,740.07
{8813},true,Supergiants,stumping,43,46933,2,68573,5,1,980911,69,4,160.46
{88977},true,Titans,caught,43,51216,2,73507,10,1,1359525,81,4,188.37
{98673},true,Sunrisers,caught,43,108338,4,149685,2,2,2576038,45,1,189.23
{-},false,Super Giants,retired not out,42,63224,5,0,1,1,1359537,49,1,116.66
{10125},true,Kings XI,caught,42,10129,3,10125,6,1,501220,71,3,169.04
{10406},true,Daredevils,caught,42,15554,3,53869,9,4,838222,84,5,333.08
{11984},true,KKR,caught,42,49287,5,65662,6,4,1099250,48,0,148.68
{12049},true,Daredevils,caught,42,92447,18,130158,5,7,2499515,43,0,688.18
{12562},true,KKR,caught,42,74053,12,82539,5,6,2381033,57,3,395.62
{12562},true,Super Kings,caught,42,166162,23,246285,6,9,3201153,41,0,378.93
"{15473,52539}",true,Kings XI,run out,42,8813,4,0,4,1,501234,42,0,100
{2000},true,Kings XI,caught,42,64907,6,99583,9,4,1147340,64,2,383.33
{2314},true,RCB,caught,42,2232,1,51181,5,2,419140,54,1,128.57
{26889},true,Mumbai,caught,42,9639,4,48965,1,2,548308,32,0,76.19
{45258},true,Royals,caught,42,61490,16,101382,6,3,1794069,43,0,280.75
{47308},true,Chargers,caught,42,52678,7,53050,5,2,893456,60,2,146.34
{47391},true,Super Kings,caught,42,70242,8,96912,7,3,1332764,46,0,345
{49496},true,Kings XI,caught,42,105438,11,125883,3,2,2165240,69,6,323.05
{49752},true,Mumbai,run out,42,33699,10,0,5,3,1615228,55,1,263.63
{49752},true,Super Giants,caught,42,226489,10,193066,4,6,4078523,36,0,253.63
{51491},true,Warriors,caught,42,58487,11,59170,3,4,1196022,62,4,296.15
{52241},true,Royals,caught,42,115319,10,64679,3,4,2273154,50,1,221.62
{53582},true,Mumbai,caught,42,3922,3,23936,12,2,838228,70,0,266.87
{58299},true,KKR,caught,42,54340,2,53320,5,2,1136609,45,1,107.14
{58341},true,KKR,caught,42,170546,9,296655,1,3,3912285,60,7,579.16
{61797},true,Super Kings,caught,42,201180,18,240464,2,8,4992239,28,0,270.9
{6253},true,Mumbai,caught,42,67983,15,159151,3,5,1930123,39,1,355.65
{64479},true,Capitals,caught,42,258495,13,212160,3,4,3607844,43,1,286.22
{66358},true,Warriors,caught,42,35812,2,53549,8,1,598025,64,2,152.38
{66722},true,RCB,caught,42,129900,13,64855,5,4,2489387,51,2,398.16
{70411},true,Mumbai,caught,42,249831,12,151063,3,6,3786626,38,0,290.23
{70633},true,Sunrisers,run out,42,153553,8,0,3,4,2508132,43,2,193.38
{7419},true,KKR,caught,42,23246,7,62011,6,2,1049566,55,1,301.31
{7716},true,KKR,caught,42,69820,6,122932,5,5,1326271,34,0,233.08
{86165},true,RCB,stumping,42,56722,7,104473,5,2,2260990,56,3,277.77
{8742},true,Chargers,caught,42,75689,19,244208,4,7,2259969,36,1,225.85
{90165},true,Daredevils,run out,42,7773,2,0,5,1,1136562,55,1,130.95
0,true,Punjab Kings,retired out,42,101424,4,0,5,2,1359538,55,2,130.95
{104770},true,Royals,caught,41,53271,3,54212,4,2,1359500,40,1,97.56
{12562},true,RCB,caught,41,63546,7,104730,4,3,893402,52,2,251.64
{12701},true,Daredevils,caught,41,124231,5,120573,5,6,2381097,46,2,164.15
{12894},true,Capitals,caught,41,15887,2,58253,7,2,1178412,56,1,136.58
{4176},true,Super Kings,run out,41,8821,4,0,3,1,419163,37,1,90.24
{45487},true,RCB,caught,41,112913,9,90514,7,3,1002539,45,0,240.53
{45554},true,Kings XI,caught,41,179548,22,180361,3,5,2649067,46,1,431.47
{47065},true,Kings XI,caught,41,28590,10,141300,7,3,1503753,45,1,229.16
{47100},true,Kings XI,caught,41,144438,11,124797,4,4,1359658,30,0,200.6
{47154},true,Kings XI,caught,41,63457,6,23118,2,4,1070023,70,8,337.55
{49108},true,Punjab Kings,caught,41,183639,17,205703,8,3,3912162,75,5,619.44
{49193},true,Daredevils,caught,41,219621,18,137440,5,4,3491269,56,3,433.57
{49327},true,Daredevils,caught,41,37339,12,52533,3,3,934061,42,0,219.09
{49327},true,Mumbai,caught,41,52787,9,25124,2,3,1099295,30,0,142.1
"{49752,44814}",true,Chargers,run out,41,9707,1,0,2,1,548356,47,4,114.63
{51050},true,Super Kings,caught,41,104983,8,102059,4,3,1879371,37,1,269.04
{51421},true,Capitals,caught,41,166646,5,127292,1,2,2432986,44,3,177.42
{52241},true,Sunrisers,caught,41,232700,13,169107,4,6,3786622,51,2,267.2
{52539},true,RCB,caught,41,96349,5,138498,2,2,2373789,71,6,276.88
{53320},true,RCB,caught,41,111262,2,121365,3,4,2353093,39,0,194.59
"{53548,2232}",true,Kochi,run out,41,6315,4,0,2,1,501242,55,2,134.14
{59600},true,RCB,caught,41,117868,9,75394,2,4,2273136,57,4,142.5
{59832},true,Royals,caught,41,102743,1,101430,9,2,1304098,68,2,165.85
{60806},true,Warriors,run out,41,8742,1,0,8,1,598047,54,1,131.7
{61999},true,Daredevils,caught,41,134840,9,118522,5,2,2273184,67,4,426.18
{63646},true,Super Giants,caught,41,189096,14,251096,3,6,4023153,34,0,198.28
{66722},true,Royals,caught,41,258966,14,213438,6,5,4078516,52,3,417.33
{70640},true,KKR,caught,41,173790,14,194989,7,5,3577296,48,1,245.57
{71331},true,Super Giants,caught,41,118691,9,147429,5,2,2608198,69,5,351.85
"{7520,3947}",true,Super Kings,run out,41,8821,4,0,3,1,501245,54,2,131.7
{7593},true,Chargers,caught,41,62288,7,67403,4,6,1359654,40,1,289.37
{75995},true,RCB,caught,41,46933,2,96335,5,1,1359528,65,3,158.53
{7678},true,Kings XI,caught,41,124743,15,114888,3,5,2442268,36,0,388.45
{7716},true,Chargers,caught,41,7486,7,54908,9,2,671998,61,1,326.88
{79159},true,Supergiant,run out,41,61999,2,0,6,2,1082615,59,3,143.9
{8399},true,Kings XI,caught,41,23567,9,96538,3,4,784420,49,3,154.72
{9505},true,KKR,caught,41,20284,18,61706,4,5,1567525,34,0,253.75
{10130},true,Sunrisers,caught,40,116464,14,96596,4,3,1327355,42,0,144.14
{10384},true,Kings XI,caught,40,205055,14,179742,3,4,2696797,38,1,327.77
